ticketid,person,age,seat,team,eventType,date,gate,products
311,Byrne Oralie,18,E1,null,null,9-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
56,Praise Karina,39,E1,null,null,25-Jan,E,"[Softdrink,Hotdog]"
246,Roseanne Winfield,23,E8,null,null,3-Feb,E,[Softdrink]
157,Ibrahim Gerarda,29,E8,null,null,25-Feb,E,"[Softdrink,Hotdog,Book]"
198,Gertrude Jezza,20,E8,null,null,5-Feb,E,"[Hotdog,Book]"
405,Roseanne Winfield,23,E8,null,null,17-Feb,E,"[Softdrink,Hotdog,Beer]"
172,Mikayla Nevil,24,E8,null,null,23-Feb,E,"[Softdrink,Hotdog]"
433,Dennis Roseanne,38,E8,null,null,19-Feb,E,"[Softdrink,Hotdog]"
48,Lexi Kester,32,E8,null,null,24-Jan,E,"[Softdrink,Beer]"
231,Dennis Roseanne,38,E8,null,null,1-Feb,E,[Hotdog]
342,Baxter Georgene,24,E8,null,null,12-Feb,E,"[Softdrink,Hotdog]"
423,Justina Marisa,38,E8,null,null,18-Feb,E,"[Softdrink,Book]"
218,Connell Sela,37,E8,null,null,10-Feb,E,"[Softdrink,Hotdog,Book]"
160,Mikayla Nevil,24,E8,null,null,11-Feb,E,"[Softdrink,Hotdog]"
314,Roseanne Winfield,23,E8,null,null,9-Feb,E,"[Softdrink,Hotdog]"
503,Izabelle Kelli,22,E8,A,Warning,22-Feb,E,"[Softdrink,Beer]"
241,Gertrude Jezza,20,E8,null,null,2-Feb,E,[Softdrink]
185,Roseanne Winfield,23,E8,null,null,7-Feb,E,"[Softdrink,Hotdog,Beer]"
301,Julian Monday,21,E8,null,null,8-Feb,E,"[Softdrink,Hotdog,Beer]"
502,Izabelle Kelli,22,E8,A,Warning,21-Feb,E,"[Hotdog,Beer]"
38,Tad Kathryn,29,E8,null,null,23-Jan,E,"[Softdrink,Hotdog]"
463,Debbi Carley,35,E8,null,null,23-Feb,E,[Hotdog]
504,Mikayla Nevil,24,E8,C,Warning,22-Feb,E,"[Hotdog,Beer]"
333,Baxter Georgene,24,E8,null,null,11-Feb,E,"[Hotdog,Beer]"
397,Dennis Roseanne,38,E8,null,null,16-Feb,E,"[Softdrink,Hotdog,Book]"
369,Rebekah Sharlene,40,E8,null,null,14-Feb,E,[Hotdog]
72,Charis June,32,E8,null,null,20-Jan,E,"[Softdrink,Hotdog]"
216,Gertie Cierra,33,E8,null,null,10-Feb,E,"[Softdrink,Hotdog,Beer]"
277,Humphrey Tamela,20,E8,null,null,6-Feb,E,"[Hotdog,Book]"
262,Karter Eppie,32,E8,null,null,4-Feb,E,[Book]
356,Tad Kathryn,29,E8,null,null,13-Feb,E,[Hotdog]
380,Melville Brenden,37,E8,null,null,15-Feb,E,"[Softdrink,Book,Beer]"
3,Connell Sela,37,E8,null,null,19-Jan,E,"[Softdrink,Hotdog,Beer]"
30,Bethel Romy,32,E8,null,null,22-Jan,E,[Softdrink]
13,Connell Sela,37,E8,null,null,21-Jan,E,"[Softdrink,Hotdog,Beer]"
87,Bethel Romy,32,E18,null,null,19-Feb,E,"[Hotdog,Book,Beer]"
253,Byrne Oralie,18,E18,null,null,3-Feb,E,"[Softdrink,Hotdog,Beer]"
187,Julian Monday,21,E18,null,null,7-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
372,Jeane Rosalie,32,E18,null,null,14-Feb,E,[]
360,Sinclair Blythe,30,E18,null,null,13-Feb,E,"[Softdrink,Hotdog,Book]"
22,Marcy Ruthie,21,E18,null,null,21-Jan,E,"[Softdrink,Hotdog,Book]"
31,Ferdinand Dwain,34,E18,null,null,22-Jan,E,"[Softdrink,Hotdog,Book]"
322,Lorraine Alyse,34,E18,null,null,9-Feb,E,"[Softdrink,Book,Beer]"
144,Karter Eppie,32,E18,null,null,24-Feb,E,[Book]
170,Ibrahim Gerarda,29,E18,null,null,11-Feb,E,"[Softdrink,Hotdog]"
52,Tad Kathryn,29,E18,null,null,24-Jan,E,"[Softdrink,Hotdog]"
128,Kade Fae,21,E18,null,null,22-Feb,E,[Softdrink]
307,Rodger Dorine,21,E18,null,null,8-Feb,E,"[Hotdog,Beer]"
456,Sinclair Blythe,30,E18,null,null,22-Feb,E,"[Softdrink,Book]"
293,Gertrude Jezza,20,E18,null,null,7-Feb,E,"[Softdrink,Book,Beer]"
464,Ty Jenessa,33,E18,null,null,23-Feb,E,"[Softdrink,Hotdog]"
225,Ferdinand Dwain,34,E18,null,null,1-Feb,E,"[Softdrink,Hotdog]"
9,Connie Nadia,32,E18,null,null,19-Jan,E,"[Softdrink,Book,Beer]"
267,Connie Nadia,32,E18,null,null,4-Feb,E,"[Softdrink,Beer]"
444,Mikayla Nevil,24,E18,null,null,20-Feb,E,"[Softdrink,Hotdog]"
409,Crew Susanna,20,E18,null,null,17-Feb,E,[Hotdog]
438,Lexi Kester,32,E18,null,null,19-Feb,E,"[Softdrink,Hotdog]"
286,Crew Susanna,20,E18,null,null,6-Feb,E,"[Hotdog,Book]"
154,Bethel Romy,32,E18,null,null,25-Feb,E,"[Softdrink,Hotdog]"
119,Tad Kathryn,29,E18,null,null,21-Feb,E,"[Softdrink,Hotdog]"
345,Moreen Caren,29,E18,null,null,12-Feb,E,[Softdrink]
385,Marcy Ruthie,21,E18,null,null,15-Feb,E,"[Softdrink,Hotdog]"
168,Roseanne Winfield,23,E18,null,null,11-Feb,E,"[Softdrink,Book]"
401,Praise Karina,39,E18,null,null,16-Feb,E,[Hotdog]
209,Ferdinand Dwain,34,E18,null,null,5-Feb,E,"[Book,Beer]"
176,Kade Fae,21,E18,null,null,23-Feb,E,"[Softdrink,Hotdog,Beer]"
220,Dennis Roseanne,38,E18,null,null,10-Feb,E,"[Softdrink,Beer]"
428,Byrne Oralie,18,E18,null,null,18-Feb,E,"[Softdrink,Hotdog]"
44,Carissa Alexandria,19,E18,null,null,23-Jan,E,"[Hotdog,Book]"
117,Byrne Oralie,18,E18,null,null,21-Feb,E,"[Softdrink,Hotdog,Beer]"
201,Justina Marisa,38,E18,null,null,5-Feb,E,"[Softdrink,Book,Beer]"
99,Lorraine Alyse,34,E18,null,null,20-Feb,E,[Softdrink]
327,Ty Jenessa,33,E18,null,null,10-Feb,E,"[Hotdog,Book,Beer]"
76,Praise Karina,39,E18,null,null,20-Jan,E,[Softdrink]
239,Lexi Kester,32,E18,null,null,2-Feb,E,[]
61,Bethel Romy,32,E18,null,null,25-Jan,E,"[Softdrink,Book]"
72,Charis June,32,E9,null,null,20-Jan,E,"[Softdrink,Hotdog]"
463,Debbi Carley,35,E9,null,null,23-Feb,E,[Hotdog]
231,Dennis Roseanne,38,E9,null,null,1-Feb,E,[Hotdog]
274,Roseanne Winfield,23,E9,null,null,5-Feb,E,"[Hotdog,Book]"
185,Roseanne Winfield,23,E9,null,null,7-Feb,E,"[Softdrink,Hotdog,Beer]"
446,Ty Jenessa,33,E9,null,null,21-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
96,Debbi Carley,35,E9,null,null,20-Feb,E,"[Hotdog,Book,Beer]"
369,Rebekah Sharlene,40,E9,null,null,14-Feb,E,[Hotdog]
54,Rodger Dorine,21,E9,null,null,24-Jan,E,"[Softdrink,Hotdog]"
125,Crew Susanna,20,E9,null,null,22-Feb,E,"[Hotdog,Book]"
5,Humphrey Tamela,20,E9,null,null,19-Jan,E,[]
160,Mikayla Nevil,24,E9,null,null,11-Feb,E,"[Softdrink,Hotdog]"
406,Baxter Georgene,24,E9,null,null,17-Feb,E,[Softdrink]
433,Dennis Roseanne,38,E9,null,null,19-Feb,E,"[Softdrink,Hotdog]"
314,Roseanne Winfield,23,E9,null,null,9-Feb,E,"[Softdrink,Hotdog]"
420,Connell Sela,37,E9,null,null,18-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
208,Mikayla Nevil,24,E9,null,null,5-Feb,E,"[Softdrink,Hotdog]"
14,Julian Monday,21,E9,null,null,21-Jan,E,"[Hotdog,Beer]"
84,Kristins Vin,26,E9,null,null,19-Feb,E,"[Hotdog,Book,Beer]"
30,Bethel Romy,32,E9,null,null,22-Jan,E,[Softdrink]
301,Julian Monday,21,E9,null,null,8-Feb,E,"[Softdrink,Hotdog,Beer]"
356,Tad Kathryn,29,E9,null,null,13-Feb,E,[Hotdog]
454,Ibrahim Gerarda,29,E9,null,null,22-Feb,E,[Softdrink]
397,Dennis Roseanne,38,E9,null,null,16-Feb,E,"[Softdrink,Hotdog,Book]"
278,Dennis Roseanne,38,E9,null,null,6-Feb,E,"[Softdrink,Hotdog,Book]"
342,Baxter Georgene,24,E9,null,null,12-Feb,E,"[Softdrink,Hotdog]"
216,Gertie Cierra,33,E9,null,null,10-Feb,E,"[Softdrink,Hotdog,Beer]"
39,Ferdinand Dwain,34,E9,null,null,23-Jan,E,"[Softdrink,Hotdog]"
212,Bethel Romy,32,E9,null,null,10-Feb,E,"[Softdrink,Beer]"
262,Karter Eppie,32,E9,null,null,4-Feb,E,[Book]
180,Ren Aron,37,E9,null,null,23-Feb,E,[Softdrink]
333,Baxter Georgene,24,E9,null,null,11-Feb,E,"[Hotdog,Beer]"
157,Ibrahim Gerarda,29,E9,null,null,25-Feb,E,"[Softdrink,Hotdog,Book]"
112,Gertie Cierra,33,E9,null,null,21-Feb,E,"[Book,Beer]"
246,Roseanne Winfield,23,E9,null,null,3-Feb,E,[Softdrink]
380,Melville Brenden,37,E9,null,null,15-Feb,E,"[Softdrink,Book,Beer]"
172,Mikayla Nevil,24,E7,null,null,23-Feb,E,"[Softdrink,Hotdog]"
198,Gertrude Jezza,20,E7,null,null,5-Feb,E,"[Hotdog,Book]"
159,Crew Susanna,20,E7,null,null,11-Feb,E,[Hotdog]
277,Humphrey Tamela,20,E7,null,null,6-Feb,E,"[Hotdog,Book]"
245,Gertie Cierra,33,E7,null,null,3-Feb,E,"[Softdrink,Hotdog]"
185,Roseanne Winfield,23,E7,null,null,7-Feb,E,"[Softdrink,Hotdog,Beer]"
259,Pece Ravi,30,E7,null,null,4-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
504,Mikayla Nevil,24,E7,C,Warning,22-Feb,E,"[Hotdog,Beer]"
48,Lexi Kester,32,E7,null,null,24-Jan,E,"[Softdrink,Beer]"
396,Moreen Caren,29,E7,null,null,16-Feb,E,"[Softdrink,Beer]"
333,Baxter Georgene,24,E7,null,null,11-Feb,E,"[Hotdog,Beer]"
423,Justina Marisa,38,E7,null,null,18-Feb,E,"[Softdrink,Book]"
146,Melville Brenden,37,E7,null,null,25-Feb,E,[Book]
369,Rebekah Sharlene,40,E7,null,null,14-Feb,E,[Hotdog]
313,Rodger Dorine,21,E7,null,null,9-Feb,E,"[Softdrink,Beer]"
379,Gertrude Jezza,20,E7,null,null,15-Feb,E,[]
71,Dennis Roseanne,38,E7,null,null,20-Jan,E,"[Hotdog,Book]"
2,Alysa Sara,35,E7,null,null,19-Jan,E,"[Hotdog,Book]"
404,Alysa Sara,35,E7,null,null,17-Feb,E,[Softdrink]
325,Charis June,32,E7,null,null,10-Feb,E,"[Softdrink,Hotdog]"
218,Connell Sela,37,E7,null,null,10-Feb,E,"[Softdrink,Hotdog,Book]"
273,Rebekah Sharlene,40,E7,null,null,5-Feb,E,"[Softdrink,Hotdog,Book]"
502,Izabelle Kelli,22,E7,A,Warning,21-Feb,E,"[Hotdog,Beer]"
291,Baxter Georgene,24,E7,null,null,7-Feb,E,"[Softdrink,Hotdog,Beer]"
179,Moreen Caren,29,E7,null,null,23-Feb,E,"[Softdrink,Hotdog]"
501,Izabelle Kelli,22,E7,A,Fight,20-Feb,E,"[Softdrink,Hotdog,Beer]"
13,Connell Sela,37,E7,null,null,21-Jan,E,"[Softdrink,Hotdog,Beer]"
241,Gertrude Jezza,20,E7,null,null,2-Feb,E,[Softdrink]
38,Tad Kathryn,29,E7,null,null,23-Jan,E,"[Softdrink,Hotdog]"
231,Dennis Roseanne,38,E7,null,null,1-Feb,E,[Hotdog]
305,Lexi Kester,32,E15,null,null,8-Feb,E,"[Softdrink,Hotdog,Book]"
359,Suz Sophie,27,E15,null,null,13-Feb,E,"[Softdrink,Hotdog,Book]"
105,Sinclair Blythe,30,E15,null,null,20-Feb,E,"[Softdrink,Book]"
27,Kristins Vin,26,E15,null,null,22-Jan,E,[Softdrink]
252,Pece Ravi,30,E15,null,null,3-Feb,E,[Beer]
318,Carey Dakota,21,E15,null,null,9-Feb,E,[Hotdog]
216,Gertie Cierra,33,E15,null,null,10-Feb,E,"[Softdrink,Hotdog,Beer]"
199,Dennis Roseanne,38,E15,null,null,5-Feb,E,"[Softdrink,Hotdog]"
282,Carey Dakota,21,E15,null,null,6-Feb,E,"[Softdrink,Hotdog]"
435,Humphrey Tamela,20,E15,null,null,19-Feb,E,"[Hotdog,Beer]"
106,Kade Fae,21,E15,null,null,20-Feb,E,"[Softdrink,Hotdog,Beer]"
388,Gertie Cierra,33,E15,null,null,15-Feb,E,"[Hotdog,Beer]"
42,Suz Sophie,27,E15,null,null,23-Jan,E,"[Softdrink,Hotdog,Book]"
266,Humphrey Tamela,20,E15,null,null,4-Feb,E,"[Softdrink,Hotdog,Book]"
344,Praise Karina,39,E15,null,null,12-Feb,E,"[Softdrink,Hotdog,Beer]"
176,Kade Fae,21,E15,null,null,23-Feb,E,"[Softdrink,Hotdog,Beer]"
426,Kristins Vin,26,E15,null,null,18-Feb,E,[Softdrink]
459,Roseanne Winfield,23,E15,null,null,22-Feb,E,"[Softdrink,Hotdog]"
118,Moreen Caren,29,E15,null,null,21-Feb,E,[Softdrink]
126,Justina Marisa,38,E15,null,null,22-Feb,E,"[Hotdog,Book,Beer]"
117,Byrne Oralie,18,E15,null,null,21-Feb,E,"[Softdrink,Hotdog,Beer]"
187,Julian Monday,21,E15,null,null,7-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
206,Karter Eppie,32,E15,null,null,5-Feb,E,"[Softdrink,Book]"
140,Crew Susanna,20,E15,null,null,24-Feb,E,[Hotdog]
224,Ren Aron,37,E15,null,null,1-Feb,E,[Hotdog]
163,Jeane Rosalie,32,E15,null,null,11-Feb,E,[Book]
51,Connell Sela,37,E15,null,null,24-Jan,E,[Beer]
160,Mikayla Nevil,24,E15,null,null,11-Feb,E,"[Softdrink,Hotdog]"
400,Lorraine Alyse,34,E15,null,null,16-Feb,E,"[Softdrink,Hotdog]"
371,Roseanne Winfield,23,E15,null,null,14-Feb,E,[Softdrink]
149,Lexi Kester,32,E15,null,null,25-Feb,E,"[Softdrink,Book,Beer]"
292,Sinclair Blythe,30,E15,null,null,7-Feb,E,"[Softdrink,Hotdog]"
408,Justina Marisa,38,E15,null,null,17-Feb,E,"[Softdrink,Beer]"
211,Lexi Kester,32,E15,null,null,10-Feb,E,[Softdrink]
15,Suz Sophie,27,E15,null,null,21-Jan,E,[Softdrink]
74,Carissa Alexandria,19,E15,null,null,20-Jan,E,"[Softdrink,Beer]"
236,Connell Sela,37,E15,null,null,2-Feb,E,[Softdrink]
7,Jeane Rosalie,32,E15,null,null,19-Jan,E,"[Softdrink,Beer]"
464,Ty Jenessa,33,E15,null,null,23-Feb,E,"[Softdrink,Hotdog]"
86,Roseanne Winfield,23,E15,null,null,19-Feb,E,"[Book,Beer]"
60,Suz Sophie,27,E15,null,null,25-Jan,E,"[Softdrink,Hotdog]"
266,Humphrey Tamela,20,E17,null,null,4-Feb,E,"[Softdrink,Hotdog,Book]"
128,Kade Fae,21,E17,null,null,22-Feb,E,[Softdrink]
51,Connell Sela,37,E17,null,null,24-Jan,E,[Beer]
459,Roseanne Winfield,23,E17,null,null,22-Feb,E,"[Softdrink,Hotdog]"
209,Ferdinand Dwain,34,E17,null,null,5-Feb,E,"[Book,Beer]"
400,Lorraine Alyse,34,E17,null,null,16-Feb,E,"[Softdrink,Hotdog]"
87,Bethel Romy,32,E17,null,null,19-Feb,E,"[Hotdog,Book,Beer]"
305,Lexi Kester,32,E17,null,null,8-Feb,E,"[Softdrink,Hotdog,Book]"
219,Mikayla Nevil,24,E17,null,null,10-Feb,E,"[Hotdog,Book]"
200,Lorraine Alyse,34,E17,null,null,5-Feb,E,"[Softdrink,Hotdog,Book]"
385,Marcy Ruthie,21,E17,null,null,15-Feb,E,"[Softdrink,Hotdog]"
322,Lorraine Alyse,34,E17,null,null,9-Feb,E,"[Softdrink,Book,Beer]"
31,Ferdinand Dwain,34,E17,null,null,22-Jan,E,"[Softdrink,Hotdog,Book]"
238,Lorraine Alyse,34,E17,null,null,2-Feb,E,"[Softdrink,Hotdog]"
253,Byrne Oralie,18,E17,null,null,3-Feb,E,"[Softdrink,Hotdog,Beer]"
44,Carissa Alexandria,19,E17,null,null,23-Jan,E,"[Hotdog,Book]"
154,Bethel Romy,32,E17,null,null,25-Feb,E,"[Softdrink,Hotdog]"
176,Kade Fae,21,E17,null,null,23-Feb,E,"[Softdrink,Hotdog,Beer]"
360,Sinclair Blythe,30,E17,null,null,13-Feb,E,"[Softdrink,Hotdog,Book]"
345,Moreen Caren,29,E17,null,null,12-Feb,E,[Softdrink]
144,Karter Eppie,32,E17,null,null,24-Feb,E,[Book]
444,Mikayla Nevil,24,E17,null,null,20-Feb,E,"[Softdrink,Hotdog]"
76,Praise Karina,39,E17,null,null,20-Jan,E,[Softdrink]
119,Tad Kathryn,29,E17,null,null,21-Feb,E,"[Softdrink,Hotdog]"
437,Debbi Carley,35,E17,null,null,19-Feb,E,"[Softdrink,Hotdog]"
371,Roseanne Winfield,23,E17,null,null,14-Feb,E,[Softdrink]
285,Bethel Romy,32,E17,null,null,6-Feb,E,"[Hotdog,Beer]"
464,Ty Jenessa,33,E17,null,null,23-Feb,E,"[Softdrink,Hotdog]"
98,Carey Dakota,21,E17,null,null,20-Feb,E,"[Softdrink,Hotdog,Book]"
293,Gertrude Jezza,20,E17,null,null,7-Feb,E,"[Softdrink,Book,Beer]"
409,Crew Susanna,20,E17,null,null,17-Feb,E,[Hotdog]
224,Ren Aron,37,E17,null,null,1-Feb,E,[Hotdog]
327,Ty Jenessa,33,E17,null,null,10-Feb,E,"[Hotdog,Book,Beer]"
163,Jeane Rosalie,32,E17,null,null,11-Feb,E,[Book]
187,Julian Monday,21,E17,null,null,7-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
22,Marcy Ruthie,21,E17,null,null,21-Jan,E,"[Softdrink,Hotdog,Book]"
8,Marcy Ruthie,21,E17,null,null,19-Jan,E,"[Softdrink,Hotdog,Beer]"
170,Ibrahim Gerarda,29,E17,null,null,11-Feb,E,"[Softdrink,Hotdog]"
117,Byrne Oralie,18,E17,null,null,21-Feb,E,"[Softdrink,Hotdog,Beer]"
426,Kristins Vin,26,E17,null,null,18-Feb,E,[Softdrink]
61,Bethel Romy,32,E17,null,null,25-Jan,E,"[Softdrink,Book]"
126,Justina Marisa,38,E14,null,null,22-Feb,E,"[Hotdog,Book,Beer]"
42,Suz Sophie,27,E14,null,null,23-Jan,E,"[Softdrink,Hotdog,Book]"
105,Sinclair Blythe,30,E14,null,null,20-Feb,E,"[Softdrink,Book]"
149,Lexi Kester,32,E14,null,null,25-Feb,E,"[Softdrink,Book,Beer]"
398,Lexi Kester,32,E14,null,null,16-Feb,E,[]
266,Humphrey Tamela,20,E14,null,null,4-Feb,E,"[Softdrink,Hotdog,Book]"
335,Kristins Vin,26,E14,null,null,11-Feb,E,"[Softdrink,Hotdog,Beer]"
371,Roseanne Winfield,23,E14,null,null,14-Feb,E,[Softdrink]
358,Lorraine Alyse,34,E14,null,null,13-Feb,E,"[Softdrink,Book,Beer]"
344,Praise Karina,39,E14,null,null,12-Feb,E,"[Softdrink,Hotdog,Beer]"
224,Ren Aron,37,E14,null,null,1-Feb,E,[Hotdog]
118,Moreen Caren,29,E14,null,null,21-Feb,E,[Softdrink]
252,Pece Ravi,30,E14,null,null,3-Feb,E,[Beer]
215,Baxter Georgene,24,E14,null,null,10-Feb,E,[]
302,Marcy Ruthie,21,E14,null,null,8-Feb,E,[Softdrink]
86,Roseanne Winfield,23,E14,null,null,19-Feb,E,"[Book,Beer]"
408,Justina Marisa,38,E14,null,null,17-Feb,E,"[Softdrink,Beer]"
6,Lorraine Alyse,34,E14,null,null,19-Jan,E,[]
139,Connell Sela,37,E14,null,null,24-Feb,E,"[Softdrink,Book]"
199,Dennis Roseanne,38,E14,null,null,5-Feb,E,"[Softdrink,Hotdog]"
292,Sinclair Blythe,30,E14,null,null,7-Feb,E,"[Softdrink,Hotdog]"
236,Connell Sela,37,E14,null,null,2-Feb,E,[Softdrink]
175,Julian Monday,21,E14,null,null,23-Feb,E,"[Softdrink,Book]"
97,Melville Brenden,37,E14,null,null,20-Feb,E,"[Hotdog,Book]"
459,Roseanne Winfield,23,E14,null,null,22-Feb,E,"[Softdrink,Hotdog]"
73,Connell Sela,37,E14,null,null,20-Jan,E,"[Book,Beer]"
27,Kristins Vin,26,E14,null,null,22-Jan,E,[Softdrink]
186,Ty Jenessa,33,E14,null,null,7-Feb,E,"[Softdrink,Hotdog]"
449,Sinclair Blythe,30,E14,null,null,21-Feb,E,"[Softdrink,Hotdog,Beer]"
435,Humphrey Tamela,20,E14,null,null,19-Feb,E,"[Hotdog,Beer]"
317,Jeane Rosalie,32,E14,null,null,9-Feb,E,"[Hotdog,Beer]"
284,Tad Kathryn,29,E14,null,null,6-Feb,E,"[Softdrink,Beer]"
326,Kristins Vin,26,E14,null,null,10-Feb,E,[]
15,Suz Sophie,27,E14,null,null,21-Jan,E,[Softdrink]
163,Jeane Rosalie,32,E14,null,null,11-Feb,E,[Book]
426,Kristins Vin,26,E14,null,null,18-Feb,E,[Softdrink]
381,Tad Kathryn,29,E14,null,null,15-Feb,E,[]
206,Karter Eppie,32,E14,null,null,5-Feb,E,"[Softdrink,Book]"
49,Rebekah Sharlene,40,E14,null,null,24-Jan,E,[Hotdog]
60,Suz Sophie,27,E14,null,null,25-Jan,E,"[Softdrink,Hotdog]"
428,Byrne Oralie,18,E20,null,null,18-Feb,E,"[Softdrink,Hotdog]"
350,Melville Brenden,37,E20,null,null,12-Feb,E,"[Softdrink,Hotdog,Beer]"
202,Julian Monday,21,E20,null,null,5-Feb,E,[Hotdog]
225,Ferdinand Dwain,34,E20,null,null,1-Feb,E,"[Softdrink,Hotdog]"
220,Dennis Roseanne,38,E20,null,null,10-Feb,E,"[Softdrink,Beer]"
286,Crew Susanna,20,E20,null,null,6-Feb,E,"[Hotdog,Book]"
177,Baxter Georgene,24,E20,null,null,23-Feb,E,[Book]
120,Karter Eppie,32,E20,null,null,21-Feb,E,"[Softdrink,Hotdog,Beer]"
91,Byrne Oralie,18,E20,null,null,19-Feb,E,"[Softdrink,Hotdog,Book]"
154,Bethel Romy,32,E20,null,null,25-Feb,E,"[Softdrink,Hotdog]"
402,Alysa Sara,35,E20,null,null,16-Feb,E,"[Softdrink,Hotdog,Beer]"
438,Lexi Kester,32,E20,null,null,19-Feb,E,"[Softdrink,Hotdog]"
411,Tad Kathryn,29,E20,null,null,17-Feb,E,"[Softdrink,Book,Beer]"
293,Gertrude Jezza,20,E20,null,null,7-Feb,E,"[Softdrink,Book,Beer]"
270,Tad Kathryn,29,E20,null,null,4-Feb,E,"[Hotdog,Book,Beer]"
164,Lorraine Alyse,34,E20,null,null,11-Feb,E,"[Softdrink,Hotdog]"
50,Baxter Georgene,24,E20,null,null,24-Jan,E,"[Hotdog,Beer]"
239,Lexi Kester,32,E20,null,null,2-Feb,E,[]
31,Ferdinand Dwain,34,E20,null,null,22-Jan,E,"[Softdrink,Hotdog,Book]"
307,Rodger Dorine,21,E20,null,null,8-Feb,E,"[Hotdog,Beer]"
456,Sinclair Blythe,30,E20,null,null,22-Feb,E,"[Softdrink,Book]"
100,Gertrude Jezza,20,E20,null,null,20-Feb,E,"[Softdrink,Book]"
170,Ibrahim Gerarda,29,E20,null,null,11-Feb,E,"[Softdrink,Hotdog]"
10,Gertrude Jezza,20,E20,null,null,19-Jan,E,[Beer]
45,Karter Eppie,32,E20,null,null,23-Jan,E,[]
255,Mikayla Nevil,24,E20,null,null,3-Feb,E,[]
76,Praise Karina,39,E20,null,null,20-Jan,E,[Softdrink]
188,Mikayla Nevil,24,E20,null,null,7-Feb,E,[Softdrink]
361,Melville Brenden,37,E20,null,null,13-Feb,E,"[Softdrink,Hotdog]"
327,Ty Jenessa,33,E20,null,null,10-Feb,E,"[Hotdog,Book,Beer]"
469,Connie Nadia,32,E20,null,null,23-Feb,E,"[Softdrink,Book,Beer]"
320,Suz Sophie,27,E20,null,null,9-Feb,E,[Softdrink]
141,Connie Nadia,32,E20,null,null,24-Feb,E,"[Hotdog,Book]"
130,Gertrude Jezza,20,E20,null,null,22-Feb,E,"[Softdrink,Hotdog]"
443,Baxter Georgene,24,E20,null,null,20-Feb,E,[]
16,Carey Dakota,21,E20,null,null,21-Jan,E,"[Softdrink,Hotdog,Book]"
372,Jeane Rosalie,32,E20,null,null,14-Feb,E,[]
450,Melville Brenden,37,E20,null,null,21-Feb,E,[]
390,Kade Fae,21,E20,null,null,15-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
196,Baxter Georgene,24,E20,null,null,5-Feb,E,"[Softdrink,Hotdog,Beer]"
62,Sinclair Blythe,30,E20,null,null,25-Jan,E,"[Softdrink,Hotdog,Book,Beer]"
21,Bethel Romy,32,E12,null,null,21-Jan,E,"[Softdrink,Hotdog,Beer]"
455,Pece Ravi,30,E12,null,null,22-Feb,E,"[Softdrink,Hotdog,Book,Beer]"
49,Rebekah Sharlene,40,E12,null,null,24-Jan,E,[Hotdog]
85,Crew Susanna,20,E12,null,null,19-Feb,E,"[Book,Beer]"
381,Tad Kathryn,29,E12,null,null,15-Feb,E,[]
422,Ty Jenessa,33,E12,null,null,18-Feb,E,[Softdrink]
39,Ferdinand Dwain,34,E12,null,null,23-Jan,E,"[Softdrink,Hotdog]"
317,Jeane Rosalie,32,E12,null,null,9-Feb,E,"[Hotdog,Beer]"
97,Melville Brenden,37,E12,null,null,20-Feb,E,"[Hotdog,Book]"
105,Sinclair Blythe,30,E12,null,null,20-Feb,E,"[Softdrink,Book]"
326,Kristins Vin,26,E12,null,null,10-Feb,E,[]
126,Justina Marisa,38,E12,null,null,22-Feb,E,"[Hotdog,Book,Beer]"
335,Kristins Vin,26,E12,null,null,11-Feb,E,"[Softdrink,Hotdog,Beer]"
208,Mikayla Nevil,24,E12,null,null,5-Feb,E,"[Softdrink,Hotdog]"
263,Ferdinand Dwain,34,E12,null,null,4-Feb,E,[Hotdog]
302,Marcy Ruthie,21,E12,null,null,8-Feb,E,[Softdrink]
447,Ferdinand Dwain,34,E12,null,null,21-Feb,E,[Beer]
370,Justina Marisa,38,E12,null,null,14-Feb,E,"[Softdrink,Hotdog]"
73,Connell Sela,37,E12,null,null,20-Jan,E,"[Book,Beer]"
407,Gertrude Jezza,20,E12,null,null,17-Feb,E,[Softdrink]
138,Bethel Romy,32,E12,null,null,24-Feb,E,"[Softdrink,Book,Beer]"
398,Lexi Kester,32,E12,null,null,16-Feb,E,[]
27,Kristins Vin,26,E12,null,null,22-Jan,E,[Softdrink]
235,Ren Aron,37,E12,null,null,2-Feb,E,"[Softdrink,Book]"
223,Gertrude Jezza,20,E12,null,null,1-Feb,E,"[Softdrink,Hotdog,Beer]"
206,Karter Eppie,32,E12,null,null,5-Feb,E,"[Softdrink,Book]"
186,Ty Jenessa,33,E12,null,null,7-Feb,E,"[Softdrink,Hotdog]"
281,Gertie Cierra,33,E12,null,null,6-Feb,E,"[Softdrink,Hotdog]"
6,Lorraine Alyse,34,E12,null,null,19-Jan,E,[]
357,Crew Susanna,20,E12,null,null,13-Feb,E,[Hotdog]
190,Ibrahim Gerarda,29,E12,null,null,7-Feb,E,"[Softdrink,Hotdog,Beer]"
