ticketid,person,age,seat,team,eventType,date,gate,products,target,Softdrink,Beer,Hotdog,Book
16,Carey Dakota,21,E20,,,21-Jan,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
372,Jeane Rosalie,32,E20,,,14-Feb,E,[],False,False,False,False,False
450,Melville Brenden,37,E20,,,21-Feb,E,[],False,False,False,False,False
390,Kade Fae,21,E20,,,15-Feb,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
196,Baxter Georgene,24,E20,,,5-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
62,Sinclair Blythe,30,E20,,,25-Jan,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
21,Bethel Romy,32,E12,,,21-Jan,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
455,Pece Ravi,30,E12,,,22-Feb,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
49,Rebekah Sharlene,40,E12,,,24-Jan,E,[Hotdog],False,False,False,True,False
85,Crew Susanna,20,E12,,,19-Feb,E,"[Book,Beer]",False,False,True,False,True
381,Tad Kathryn,29,E12,,,15-Feb,E,[],False,False,False,False,False
422,Ty Jenessa,33,E12,,,18-Feb,E,[Softdrink],False,True,False,False,False
39,Ferdinand Dwain,34,E12,,,23-Jan,E,"[Softdrink,Hotdog]",False,True,False,True,False
317,Jeane Rosalie,32,E12,,,9-Feb,E,"[Hotdog,Beer]",False,False,True,True,False
97,Melville Brenden,37,E12,,,20-Feb,E,"[Hotdog,Book]",False,False,False,True,True
105,Sinclair Blythe,30,E12,,,20-Feb,E,"[Softdrink,Book]",False,True,False,False,True
326,Kristins Vin,26,E12,,,10-Feb,E,[],False,False,False,False,False
126,Justina Marisa,38,E12,,,22-Feb,E,"[Hotdog,Book,Beer]",False,False,True,True,True
335,Kristins Vin,26,E12,,,11-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
208,Mikayla Nevil,24,E12,,,5-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
263,Ferdinand Dwain,34,E12,,,4-Feb,E,[Hotdog],False,False,False,True,False
302,Marcy Ruthie,21,E12,,,8-Feb,E,[Softdrink],False,True,False,False,False
447,Ferdinand Dwain,34,E12,,,21-Feb,E,[Beer],False,False,True,False,False
370,Justina Marisa,38,E12,,,14-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
73,Connell Sela,37,E12,,,20-Jan,E,"[Book,Beer]",False,False,True,False,True
407,Gertrude Jezza,20,E12,,,17-Feb,E,[Softdrink],False,True,False,False,False
138,Bethel Romy,32,E12,,,24-Feb,E,"[Softdrink,Book,Beer]",False,True,True,False,True
398,Lexi Kester,32,E12,,,16-Feb,E,[],False,False,False,False,False
27,Kristins Vin,26,E12,,,22-Jan,E,[Softdrink],False,True,False,False,False
235,Ren Aron,37,E12,,,2-Feb,E,"[Softdrink,Book]",False,True,False,False,True
223,Gertrude Jezza,20,E12,,,1-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
206,Karter Eppie,32,E12,,,5-Feb,E,"[Softdrink,Book]",False,True,False,False,True
186,Ty Jenessa,33,E12,,,7-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
281,Gertie Cierra,33,E12,,,6-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
6,Lorraine Alyse,34,E12,,,19-Jan,E,[],False,False,False,False,False
357,Crew Susanna,20,E12,,,13-Feb,E,[Hotdog],False,False,False,True,False
190,Ibrahim Gerarda,29,E12,,,7-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
343,Karter Eppie,32,E12,,,12-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
169,Byrne Oralie,18,E12,,,11-Feb,E,[Softdrink],False,True,False,False,False
213,Justina Marisa,38,E12,,,10-Feb,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
251,Rodger Dorine,21,E12,,,3-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
434,Marcy Ruthie,21,E12,,,19-Feb,E,[Softdrink],False,True,False,False,False
113,Connell Sela,37,E12,,,21-Feb,E,[Softdrink],False,True,False,False,False
59,Byrne Oralie,18,E12,,,25-Jan,E,"[Softdrink,Hotdog]",False,True,False,True,False
426,Kristins Vin,26,E16,,,18-Feb,E,[Softdrink],False,True,False,False,False
211,Lexi Kester,32,E16,,,10-Feb,E,[Softdrink],False,True,False,False,False
318,Carey Dakota,21,E16,,,9-Feb,E,[Hotdog],False,False,False,True,False
106,Kade Fae,21,E16,,,20-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
28,Moreen Caren,29,E16,,,22-Jan,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
344,Praise Karina,39,E16,,,12-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
8,Marcy Ruthie,21,E16,,,19-Jan,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
305,Lexi Kester,32,E16,,,8-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
444,Mikayla Nevil,24,E16,,,20-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
176,Kade Fae,21,E16,,,23-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
371,Roseanne Winfield,23,E16,,,14-Feb,E,[Softdrink],False,True,False,False,False
149,Lexi Kester,32,E16,,,25-Feb,E,"[Softdrink,Book,Beer]",False,True,True,False,True
253,Byrne Oralie,18,E16,,,3-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
266,Humphrey Tamela,20,E16,,,4-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
224,Ren Aron,37,E16,,,1-Feb,E,[Hotdog],False,False,False,True,False
51,Connell Sela,37,E16,,,24-Jan,E,[Beer],False,False,True,False,False
15,Suz Sophie,27,E16,,,21-Jan,E,[Softdrink],False,True,False,False,False
285,Bethel Romy,32,E16,,,6-Feb,E,"[Hotdog,Beer]",False,False,True,True,False
44,Carissa Alexandria,19,E16,,,23-Jan,E,"[Hotdog,Book]",False,False,False,True,True
359,Suz Sophie,27,E16,,,13-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
383,Ferdinand Dwain,34,E16,,,15-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
200,Lorraine Alyse,34,E16,,,5-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
187,Julian Monday,21,E16,,,7-Feb,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
117,Byrne Oralie,18,E16,,,21-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
237,Rodger Dorine,21,E16,,,2-Feb,E,[],False,False,False,False,False
409,Crew Susanna,20,E16,,,17-Feb,E,[Hotdog],False,False,False,True,False
400,Lorraine Alyse,34,E16,,,16-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
74,Carissa Alexandria,19,E16,,,20-Jan,E,"[Softdrink,Beer]",False,True,True,False,False
114,Carey Dakota,21,E16,,,21-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
209,Ferdinand Dwain,34,E16,,,5-Feb,E,"[Book,Beer]",False,False,True,False,True
87,Bethel Romy,32,E16,,,19-Feb,E,"[Hotdog,Book,Beer]",False,False,True,True,True
170,Ibrahim Gerarda,29,E16,,,11-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
459,Roseanne Winfield,23,E16,,,22-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
464,Ty Jenessa,33,E16,,,23-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
219,Mikayla Nevil,24,E16,,,10-Feb,E,"[Hotdog,Book]",False,False,False,True,True
127,Humphrey Tamela,20,E16,,,22-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
436,Baxter Georgene,24,E16,,,19-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
144,Karter Eppie,32,E16,,,24-Feb,E,[Book],False,False,False,False,True
292,Sinclair Blythe,30,E16,,,7-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
163,Jeane Rosalie,32,E16,,,11-Feb,E,[Book],False,False,False,False,True
61,Bethel Romy,32,E16,,,25-Jan,E,"[Softdrink,Book]",False,True,False,False,True
394,Pece Ravi,30,E6,,,16-Feb,E,[Softdrink],False,True,False,False,False
172,Mikayla Nevil,24,E6,,,23-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
454,Ibrahim Gerarda,29,E6,,,22-Feb,E,[Softdrink],False,True,False,False,False
423,Justina Marisa,38,E6,,,18-Feb,E,"[Softdrink,Book]",False,True,False,False,True
159,Crew Susanna,20,E6,,,11-Feb,E,[Hotdog],False,False,False,True,False
325,Charis June,32,E6,,,10-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
13,Connell Sela,37,E6,,,21-Jan,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
501,Izabelle Kelli,22,E6,A,Fight,20-Feb,E,"[Softdrink,Hotdog,Beer]",True,True,True,True,False
195,Byrne Oralie,18,E6,,,7-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
48,Lexi Kester,32,E6,,,24-Jan,E,"[Softdrink,Beer]",False,True,True,False,False
71,Dennis Roseanne,38,E6,,,20-Jan,E,"[Hotdog,Book]",False,False,False,True,True
273,Rebekah Sharlene,40,E6,,,5-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
259,Pece Ravi,30,E6,,,4-Feb,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
125,Crew Susanna,20,E6,,,22-Feb,E,"[Hotdog,Book]",False,False,False,True,True
26,Mikayla Nevil,24,E6,,,22-Jan,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
277,Humphrey Tamela,20,E6,,,6-Feb,E,"[Hotdog,Book]",False,False,False,True,True
404,Alysa Sara,35,E6,,,17-Feb,E,[Softdrink],False,True,False,False,False
218,Connell Sela,37,E6,,,10-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
136,Rebekah Sharlene,40,E6,,,24-Feb,E,[Beer],False,False,True,False,False
1,Crew Susanna,20,E6,,,19-Jan,E,"[Softdrink,Book]",False,True,False,False,True
198,Gertrude Jezza,20,E6,,,5-Feb,E,"[Hotdog,Book]",False,False,False,True,True
146,Melville Brenden,37,E6,,,25-Feb,E,[Book],False,False,False,False,True
379,Gertrude Jezza,20,E6,,,15-Feb,E,[],False,False,False,False,False
179,Moreen Caren,29,E6,,,23-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
241,Gertrude Jezza,20,E6,,,2-Feb,E,[Softdrink],False,True,False,False,False
112,Gertie Cierra,33,E6,,,21-Feb,E,"[Book,Beer]",False,False,True,False,True
290,Pece Ravi,30,E6,,,7-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
333,Baxter Georgene,24,E6,,,11-Feb,E,"[Hotdog,Beer]",False,False,True,True,False
446,Ty Jenessa,33,E6,,,21-Feb,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
231,Dennis Roseanne,38,E6,,,1-Feb,E,[Hotdog],False,False,False,True,False
245,Gertie Cierra,33,E6,,,3-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
313,Rodger Dorine,21,E6,,,9-Feb,E,"[Softdrink,Beer]",False,True,True,False,False
355,Praise Karina,39,E6,,,13-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
58,Rebekah Sharlene,40,E6,,,25-Jan,E,"[Softdrink,Hotdog]",False,True,False,True,False
368,Karter Eppie,32,E4,,,14-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
1,Crew Susanna,20,E4,,,19-Jan,E,"[Softdrink,Book]",False,True,False,False,True
171,Lexi Kester,32,E4,,,23-Feb,E,[Softdrink],False,True,False,False,False
234,Rebekah Sharlene,40,E4,,,2-Feb,E,"[Softdrink,Book]",False,True,False,False,True
394,Pece Ravi,30,E4,,,16-Feb,E,[Softdrink],False,True,False,False,False
355,Praise Karina,39,E4,,,13-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
46,Gertrude Jezza,20,E4,,,24-Jan,E,"[Softdrink,Hotdog]",False,True,False,True,False
71,Dennis Roseanne,38,E4,,,20-Jan,E,"[Hotdog,Book]",False,False,False,True,True
101,Rebekah Sharlene,40,E4,,,20-Feb,E,[Softdrink],False,True,False,False,False
349,Ren Aron,37,E4,,,12-Feb,E,[Softdrink],False,True,False,False,False
26,Mikayla Nevil,24,E4,,,22-Jan,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
432,Ren Aron,37,E4,,,19-Feb,E,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
179,Moreen Caren,29,E4,,,23-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
454,Ibrahim Gerarda,29,E4,,,22-Feb,E,[Softdrink],False,True,False,False,False
272,Marcy Ruthie,21,E4,,,5-Feb,E,"[Hotdog,Book]",False,False,False,True,True
196,Baxter Georgene,24,E4,,,5-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
112,Gertie Cierra,33,E4,,,21-Feb,E,"[Book,Beer]",False,False,True,False,True
283,Sinclair Blythe,30,E4,,,6-Feb,E,[Softdrink],False,True,False,False,False
158,Gertrude Jezza,20,E4,,,11-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
404,Alysa Sara,35,E4,,,17-Feb,E,[Softdrink],False,True,False,False,False
95,Justina Marisa,38,E4,,,20-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
146,Melville Brenden,37,E4,,,25-Feb,E,[Book],False,False,False,False,True
290,Pece Ravi,30,E4,,,7-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
83,Kade Fae,21,E4,,,19-Feb,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
37,Debbi Carley,35,E4,,,23-Jan,E,"[Softdrink,Beer]",False,True,True,False,False
445,Ibrahim Gerarda,29,E4,,,21-Feb,E,"[Softdrink,Book]",False,True,False,False,True
195,Byrne Oralie,18,E4,,,7-Feb,E,"[Softdrink,Hotdog,Book]",False,True,False,True,True
244,Debbi Carley,35,E4,,,3-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
418,Ren Aron,37,E4,,,18-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
331,Debbi Carley,35,E4,,,11-Feb,E,"[Hotdog,Book,Beer]",False,False,True,True,True
257,Roseanne Winfield,23,E4,,,4-Feb,E,"[Softdrink,Hotdog]",False,True,False,True,False
136,Rebekah Sharlene,40,E4,,,24-Feb,E,[Beer],False,False,True,False,False
20,Dennis Roseanne,38,E4,,,21-Jan,E,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
122,Moreen Caren,29,E4,,,22-Feb,E,"[Softdrink,Beer]",False,True,True,False,False
57,Ibrahim Gerarda,29,E4,,,25-Jan,E,"[Softdrink,Book,Beer]",False,True,True,False,True
111,Rebekah Sharlene,40,F1,,,21-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
122,Moreen Caren,29,F1,,,22-Feb,F,"[Softdrink,Beer]",False,True,True,False,False
337,Carey Dakota,21,F1,,,11-Feb,F,"[Hotdog,Beer]",False,False,True,True,False
56,Praise Karina,39,F1,,,25-Jan,F,"[Softdrink,Hotdog]",False,True,False,True,False
234,Rebekah Sharlene,40,F1,,,2-Feb,F,"[Softdrink,Book]",False,True,False,False,True
403,Rodger Dorine,21,F1,,,17-Feb,F,"[Softdrink,Book]",False,True,False,False,True
340,Kade Fae,21,F1,,,12-Feb,F,[Hotdog],False,False,False,True,False
272,Marcy Ruthie,21,F1,,,5-Feb,F,"[Hotdog,Book]",False,False,False,True,True
104,Dennis Roseanne,38,F1,,,20-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
81,Alysa Sara,35,F1,,,19-Feb,F,[Book],False,False,False,False,True
440,Jeane Rosalie,32,F1,,,20-Feb,F,[],False,False,False,False,False
24,Gertrude Jezza,20,F1,,,22-Jan,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
416,Humphrey Tamela,20,F1,,,18-Feb,F,[],False,False,False,False,False
134,Tad Kathryn,29,F1,,,24-Feb,F,"[Hotdog,Beer]",False,False,True,True,False
243,Humphrey Tamela,20,F1,,,3-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
366,Dennis Roseanne,38,F1,,,14-Feb,F,[Beer],False,False,True,False,False
399,Gertrude Jezza,20,F1,,,16-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
319,Rebekah Sharlene,40,F1,,,9-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
283,Sinclair Blythe,30,F1,,,6-Feb,F,[Softdrink],False,True,False,False,False
157,Ibrahim Gerarda,29,F1,,,25-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
468,Ibrahim Gerarda,29,F1,,,23-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
229,Carey Dakota,21,F1,,,1-Feb,F,[Hotdog],False,False,False,True,False
217,Byrne Oralie,18,F1,,,10-Feb,F,[Book],False,False,False,False,True
11,Kristins Vin,26,F1,,,21-Jan,F,"[Softdrink,Book]",False,True,False,False,True
35,Mikayla Nevil,24,F1,,,23-Jan,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
256,Melville Brenden,37,F1,,,4-Feb,F,"[Hotdog,Beer]",False,False,True,True,False
461,Suz Sophie,27,F1,,,22-Feb,F,[Beer],False,False,True,False,False
430,Tad Kathryn,29,F1,,,19-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
0,Roseanne Winfield,23,F1,,,19-Jan,F,"[Softdrink,Hotdog]",False,True,False,True,False
196,Baxter Georgene,24,F1,,,5-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
184,Karter Eppie,32,F1,,,7-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
298,Mikayla Nevil,24,F1,,,8-Feb,F,"[Hotdog,Beer]",False,False,True,True,False
69,Connie Nadia,32,F1,,,20-Jan,F,[],False,False,False,False,False
353,Byrne Oralie,18,F1,,,13-Feb,F,[Beer],False,False,True,False,False
323,Praise Karina,39,F1,,,10-Feb,F,"[Softdrink,Book,Beer]",False,True,True,False,True
377,Karter Eppie,32,F1,,,15-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
171,Lexi Kester,32,F1,,,23-Feb,F,[Softdrink],False,True,False,False,False
158,Gertrude Jezza,20,F1,,,11-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
112,Gertie Cierra,33,F1,,,21-Feb,F,"[Book,Beer]",False,False,True,False,True
290,Pece Ravi,30,F1,,,7-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
47,Roseanne Winfield,23,F1,,,24-Jan,F,[],False,False,False,False,False
159,Crew Susanna,20,F7,,,11-Feb,F,[Hotdog],False,False,False,True,False
187,Julian Monday,21,F7,,,7-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
82,Ferdinand Dwain,34,F7,,,19-Feb,F,[],False,False,False,False,False
124,Debbi Carley,35,F7,,,22-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
341,Kristins Vin,26,F7,,,12-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
273,Rebekah Sharlene,40,F7,,,5-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
39,Ferdinand Dwain,34,F7,,,23-Jan,F,"[Softdrink,Hotdog]",False,True,False,True,False
71,Dennis Roseanne,38,F7,,,20-Jan,F,"[Hotdog,Book]",False,False,False,True,True
4,Bethel Romy,32,F7,,,19-Jan,F,[Softdrink],False,True,False,False,False
98,Carey Dakota,21,F7,,,20-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
213,Justina Marisa,38,F7,,,10-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
432,Ren Aron,37,F7,,,19-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
212,Bethel Romy,32,F7,,,10-Feb,F,"[Softdrink,Beer]",False,True,True,False,False
393,Suz Sophie,27,F7,,,16-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
135,Byrne Oralie,18,F7,,,24-Feb,F,"[Hotdog,Beer]",False,False,True,True,False
113,Connell Sela,37,F7,,,21-Feb,F,[Softdrink],False,True,False,False,False
147,Byrne Oralie,18,F7,,,25-Feb,F,[Hotdog],False,False,False,True,False
312,Sinclair Blythe,30,F7,,,9-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
355,Praise Karina,39,F7,,,13-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
419,Ferdinand Dwain,34,F7,,,18-Feb,F,"[Softdrink,Beer]",False,True,True,False,False
278,Dennis Roseanne,38,F7,,,6-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
259,Pece Ravi,30,F7,,,4-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
101,Rebekah Sharlene,40,F7,,,20-Feb,F,[Softdrink],False,True,False,False,False
386,Ty Jenessa,33,F7,,,15-Feb,F,"[Hotdog,Beer]",False,False,True,True,False
198,Gertrude Jezza,20,F7,,,5-Feb,F,"[Hotdog,Book]",False,False,False,True,True
180,Ren Aron,37,F7,,,23-Feb,F,[Softdrink],False,True,False,False,False
331,Debbi Carley,35,F7,,,11-Feb,F,"[Hotdog,Book,Beer]",False,False,True,True,True
241,Gertrude Jezza,20,F7,,,2-Feb,F,[Softdrink],False,True,False,False,False
446,Ty Jenessa,33,F7,,,21-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
300,Ibrahim Gerarda,29,F7,,,8-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
59,Byrne Oralie,18,F7,,,25-Jan,F,"[Softdrink,Hotdog]",False,True,False,True,False
369,Rebekah Sharlene,40,F11,,,14-Feb,F,[Hotdog],False,False,False,True,False
246,Roseanne Winfield,23,F11,,,3-Feb,F,[Softdrink],False,True,False,False,False
136,Rebekah Sharlene,40,F11,,,24-Feb,F,[Beer],False,False,True,False,False
231,Dennis Roseanne,38,F11,,,1-Feb,F,[Hotdog],False,False,False,True,False
173,Charis June,32,F11,,,23-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
83,Kade Fae,21,F11,,,19-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
325,Charis June,32,F11,,,10-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
126,Justina Marisa,38,F11,,,22-Feb,F,"[Hotdog,Book,Beer]",False,False,True,True,True
420,Connell Sela,37,F11,,,18-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
148,Marcy Ruthie,21,F11,,,25-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
236,Connell Sela,37,F11,,,2-Feb,F,[Softdrink],False,True,False,False,False
5,Humphrey Tamela,20,F11,,,19-Jan,F,[],False,False,False,False,False
447,Ferdinand Dwain,34,F11,,,21-Feb,F,[Beer],False,False,True,False,False
13,Connell Sela,37,F11,,,21-Jan,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
292,Sinclair Blythe,30,F11,,,7-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
281,Gertie Cierra,33,F11,,,6-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
30,Bethel Romy,32,F11,,,22-Jan,F,[Softdrink],False,True,False,False,False
343,Karter Eppie,32,F11,,,12-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
189,Rodger Dorine,21,F11,,,7-Feb,F,"[Hotdog,Beer]",False,False,True,True,False
73,Connell Sela,37,F11,,,20-Jan,F,"[Book,Beer]",False,False,True,False,True
42,Suz Sophie,27,F11,,,23-Jan,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
406,Baxter Georgene,24,F11,,,17-Feb,F,[Softdrink],False,True,False,False,False
260,Lexi Kester,32,F11,,,4-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
465,Dennis Roseanne,38,F11,,,23-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
201,Justina Marisa,38,F11,,,5-Feb,F,"[Softdrink,Book,Beer]",False,True,True,False,True
118,Moreen Caren,29,F11,,,21-Feb,F,[Softdrink],False,True,False,False,False
395,Byrne Oralie,18,F11,,,16-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
99,Lorraine Alyse,34,F11,,,20-Feb,F,[Softdrink],False,True,False,False,False
456,Sinclair Blythe,30,F11,,,22-Feb,F,"[Softdrink,Book]",False,True,False,False,True
51,Connell Sela,37,F11,,,24-Jan,F,[Beer],False,False,True,False,False
302,Marcy Ruthie,21,F11,,,8-Feb,F,[Softdrink],False,True,False,False,False
215,Baxter Georgene,24,F11,,,10-Feb,F,[],False,False,False,False,False
60,Suz Sophie,27,F11,,,25-Jan,F,"[Softdrink,Hotdog]",False,True,False,True,False
354,Moreen Caren,29,F5,,,13-Feb,F,[Softdrink],False,True,False,False,False
278,Dennis Roseanne,38,F5,,,6-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
48,Lexi Kester,32,F5,,,24-Jan,F,"[Softdrink,Beer]",False,True,True,False,False
312,Sinclair Blythe,30,F5,,,9-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
445,Ibrahim Gerarda,29,F5,,,21-Feb,F,"[Softdrink,Book]",False,True,False,False,True
112,Gertie Cierra,33,F5,,,21-Feb,F,"[Book,Beer]",False,False,True,False,True
207,Debbi Carley,35,F5,,,5-Feb,F,"[Softdrink,Hotdog,Book,Beer]",False,True,True,True,True
186,Ty Jenessa,33,F5,,,7-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
273,Rebekah Sharlene,40,F5,,,5-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
413,Sinclair Blythe,30,F5,,,17-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
506,Ryder Elissa,31,F5,B,Warning,24-Feb,F,"[Softdrink,Hotdog]",True,True,False,True,False
2,Alysa Sara,35,F5,,,19-Jan,F,"[Hotdog,Book]",False,False,False,True,True
180,Ren Aron,37,F5,,,23-Feb,F,[Softdrink],False,True,False,False,False
368,Karter Eppie,32,F5,,,14-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
378,Pece Ravi,30,F5,,,15-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
82,Ferdinand Dwain,34,F5,,,19-Feb,F,[],False,False,False,False,False
330,Connell Sela,37,F5,,,11-Feb,F,[],False,False,False,False,False
300,Ibrahim Gerarda,29,F5,,,8-Feb,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
97,Melville Brenden,37,F5,,,20-Feb,F,"[Hotdog,Book]",False,False,False,True,True
70,Alysa Sara,35,F5,,,20-Jan,F,[Softdrink],False,True,False,False,False
20,Dennis Roseanne,38,F5,,,21-Jan,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
218,Connell Sela,37,F5,,,10-Feb,F,"[Softdrink,Hotdog,Book]",False,True,False,True,True
463,Debbi Carley,35,F5,,,23-Feb,F,[Hotdog],False,False,False,True,False
159,Crew Susanna,20,F5,,,11-Feb,F,[Hotdog],False,False,False,True,False
26,Mikayla Nevil,24,F5,,,22-Jan,F,"[Softdrink,Hotdog,Beer]",False,True,True,True,False
222,Kristins Vin,26,F5,,,1-Feb,F,"[Softdrink,Hotdog]",False,True,False,True,False
